f_property_type,f_room_type,f_room_type2,f_neighbourhood_cleansed,f_host_response_time,p_host_response_rate,p_host_acceptance_rate,usd_price,n_accommodates,n_bathrooms,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_availability_365,n_days_sincefirst,n_days_sincelast,d_backyard,d_baking_sheet,d_barbecue_utensils,d_bathtub,d_bed_linens,d_board_games,d_building_staff,d_carbon_monoxide_alarm,d_cleaning_before_checkout,d_cleaning_products,d_cooking_basics,d_dining_table,d_dishes_and_silverware,d_drying_rack_for_clothing,d_elevator,d_essentials,d_ethernet_connection,d_ev_charger,d_extra_pillows_and_blankets,d_fire_extinguisher,d_first_aid_kit,d_freezer,d_hangers,d_host_greets_you,d_hot_tub,d_hot_water,d_hot_water_kettle,d_keypad,d_laundromat_nearby,d_lock_on_bedroom_door,d_lockbox,d_long_term_stays_allowed,d_luggage_dropoff_allowed,d_microwave,d_mini_fridge,d_outdoor_dining_area,d_outdoor_furniture,d_outlet_covers,d_private_entrance,d_roomdarkening_shades,d_safe,d_security_cameras_on_property,d_single_level_home,d_smart_lock,d_smoke_alarm,d_toaster,d_waterfront,d_window_guards,d_wine_glasses,d_have_kitchen,d_have_stove,d_have_oven,d_have_frige,d_have_o_machineee_machinecoffee,d_have_gril,d_have_freeon_premises,d_have_freestreet,d_host_is_superhost,d_host_identity_verified,price,id,neighbourhood_cleansed,room_type,property_type
(condo),Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,100,100,67.25999999999999,2,1.5,1,2,5,10,1.66,2,119,180,60,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,59,49881782,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Ottakring,within an hour,100,98,43.31999999999999,6,1,2,3,3.94,17,2.59,1,359,196,89,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,38,49913543,Ottakring,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,within a day,63,65,56.99999999999999,2,1,1,1,3.75,4,0.76,2,16,156,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,50,49914663,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,D<U+009A>bling,within a day,88,44,45.599999999999994,3,1,1,1,4,1,0.65,2,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,40,49915321,D<U+009A>bling,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hietzing,within an hour,100,100,NA,4,1,1,NA,NA,0,NA,1,158,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,49915568,Hietzing,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hietzing,within an hour,100,100,687.42,6,1,2,2,NA,0,NA,1,166,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,603,49916475,Hietzing,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Hietzing,within an hour,100,100,691.9799999999999,6,1,1,2,NA,0,NA,1,181,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,607,49916739,Hietzing,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Alsergrund,within an hour,97,100,108.3,4,1.5,1,1,4.26,19,3.54,1,81,160,17,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,95,49916912,Alsergrund,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Alsergrund,within an hour,97,100,147.05999999999997,6,1.5,2,3,4.74,27,4.03,1,80,200,25,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,129,49917883,Alsergrund,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Hernals,within an hour,100,98,36.48,3,1,NA,2,4.33,27,4.15,1,363,194,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,49918350,Hernals,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Favoriten,within an hour,100,94,112.85999999999999,6,1,2,4,5,7,1.44,2,171,145,26,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,99,49921200,Favoriten,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Neubau,NA,NA,100,51.3,2,1,1,1,5,3,0.57,3,0,156,149,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,45,49921905,Neubau,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Wieden,NA,NA,NA,140.22,4,2.5,2,2,5,18,3.12,2,66,172,18,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,123,49926013,Wieden,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,78,68.39999999999999,6,1.5,1,1,5,1,0.24,1,360,122,122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60,49933692,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,224.57999999999998,4,1,1,1,5,1,0.18,1,181,168,168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,197,49935520,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,within an hour,100,100,229.14,4,1,1,1,4,1,0.19,1,178,158,158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201,49935740,Innere Stadt,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Penzing,within an hour,100,100,76.38,4,1,1,2,5,12,1.81,2,164,198,25,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,67,49955543,Penzing,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within a day,90,78,59.279999999999994,2,1.5,1,1,4.92,13,2.35,3,354,165,74,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,52,49957169,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,95.75999999999999,4,1,2,2,4.43,14,3.78,1,82,110,22,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,84,49961954,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,92,99,148.2,4,1,1,1,5,6,0.98,3,340,182,56,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,130,49964442,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,100,98,47.879999999999995,4,1,1,2,5,1,0.3,28,343,100,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,42,49971552,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Hernals,within an hour,100,95,74.1,3,1,NA,2,5,14,2.66,2,156,157,44,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,65,49978780,Hernals,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,87.77999999999999,4,1,1,2,4.29,17,3.64,1,82,139,19,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,77,49980791,Landstra§e,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,68.39999999999999,4,1,NA,2,4.92,12,1.86,2,352,193,16,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,60,49982323,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,98,78.66,2,1,1,1,4.8,5,0.92,1,175,162,29,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,69,49983264,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,68.39999999999999,4,1,NA,2,5,8,1.28,2,343,186,17,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,60,49983512,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,72.96,5,1,NA,2,5,5,1.09,2,363,136,25,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,64,49983815,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,72.96,4,1,NA,2,4.6,5,0.8,2,365,186,24,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,64,49991999,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Leopoldstadt,NA,NA,NA,103.74,4,1.5,NA,2,5,16,3.16,2,355,151,19,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,91,49992345,Leopoldstadt,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Liesing,within a few hours,100,100,102.6,5,1,2,NA,4.57,7,1.51,5,173,138,38,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,90,50000916,Liesing,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Margareten,within an hour,100,100,72.96,4,1,1,1,4.9,10,1.88,2,112,159,33,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,64,50003509,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,NA,NA,NA,144.78,6,2,3,3,4.33,3,0.73,4,350,123,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,127,50007630,W<U+008A>hring,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Hernals,within an hour,100,98,95.75999999999999,6,1,2,3,4.4,10,1.81,2,365,165,25,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,84,50019826,Hernals,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,NA,within a few hours,88,92,82.08,4,1,2,2,4,34,5.23,1,348,194,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,72,50025989,Landstra§e,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Neubau,within an hour,100,88,44.459999999999994,3,1,1,2,5,1,0.16,1,294,188,188,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,39,50031068,Neubau,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Ottakring,within an hour,100,100,126.53999999999999,6,1.5,2,3,4.86,7,1.52,2,248,137,31,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,111,50042147,Ottakring,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Favoriten,within an hour,100,100,85.49999999999999,6,1.5,1,2,4.74,47,7.34,1,79,191,12,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,75,50042639,Favoriten,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within a few hours,100,100,68.39999999999999,4,1,1,2,5,1,0.42,4,248,71,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,60,50045545,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,NA,within a few hours,88,92,82.08,4,1,2,2,3.95,22,3.98,1,347,165,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,72,50047111,Landstra§e,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,95,99,90.05999999999999,3,1,1,2,4.44,9,1.76,1,170,152,58,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,79,50059903,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Ottakring,NA,NA,NA,79.8,2,1,1,NA,NA,0,NA,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,70,50063735,Ottakring,Entire home/apt,(condo)
loft,Entire home/apt,Entire/Apt,Alsergrund,NA,NA,NA,62.699999999999996,4,1,1,3,5,2,1.2,4,5,49,23,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,55,50068202,Alsergrund,Entire home/apt,loft
(condo),Entire home/apt,Entire/Apt,Brigittenau,within an hour,100,100,68.39999999999999,2,1.5,NA,1,4.9,10,1.97,1,7,151,39,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,60,50079318,Brigittenau,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Neubau,NA,NA,NA,102.6,4,1.5,2,1,4.57,7,1.17,3,12,178,60,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,90,50080267,Neubau,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Margareten,within an hour,100,99,75.24,2,1,1,1,5,1,0.41,1,350,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,66,50080408,Margareten,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,NA,NA,NA,76.38,6,1,2,2,4.76,21,3.64,1,112,172,14,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,67,50080593,Innere Stadt,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,Innere Stadt,NA,NA,NA,149.33999999999997,5,1,2,3,NA,0,NA,1,131,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,131,50081422,Innere Stadt,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Brigittenau,within an hour,100,83,91.19999999999999,2,1,NA,2,5,4,0.74,2,356,162,28,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,80,50085916,Brigittenau,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Ottakring,within an hour,100,85,45.599999999999994,4,1,1,2,5,4,0.83,4,4,144,124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,50090696,Ottakring,Entire home/apt,unit
apartment,Entire home/apt,Entire/Apt,Leopoldstadt,within an hour,100,98,141.35999999999999,2,1.5,NA,1,4.15,13,2.15,1,348,180,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,124,50094795,Leopoldstadt,Entire home/apt,apartment
(condo),Entire home/apt,Entire/Apt,NA,within an hour,100,92,52.44,5,1.5,2,3,4.86,37,5.94,1,274,186,20,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,46,50094973,Landstra§e,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,Alsergrund,NA,NA,100,90.05999999999999,4,1,2,2,4.82,11,2.02,1,311,162,104,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,79,50100938,Alsergrund,Entire home/apt,unit
unit,Entire home/apt,Entire/Apt,NA,within an hour,100,95,101.46,5,1.5,2,2,NA,0,NA,3,13,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,89,50100944,Landstra§e,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Alsergrund,within a day,100,67,79.8,4,1,2,1,NA,0,NA,5,0,NA,NA,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,70,50112038,Alsergrund,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,Favoriten,within an hour,100,100,60.419999999999995,4,1,1,2,5,25,4.66,1,344,160,2,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,53,50112259,Favoriten,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,NA,a few days or more,44,65,45.599999999999994,2,1,1,1,4.5,2,0.48,14,161,123,99,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,40,50116202,Landstra§e,Entire home/apt,unit
loft,Entire home/apt,Entire/Apt,Neubau,NA,NA,NA,102.6,4,1,NA,2,4.57,14,2.58,2,73,162,36,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,90,50120997,Neubau,Entire home/apt,loft
unit,Entire home/apt,Entire/Apt,W<U+008A>hring,NA,NA,100,101.46,2,1,1,1,5,2,0.45,4,25,132,123,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,89,50125474,W<U+008A>hring,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Rudolfsheim-F<U+009F>nfhaus,within an hour,95,99,126.53999999999999,6,1,2,2,2.67,3,0.52,1,279,171,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,111,50129030,Rudolfsheim-F<U+009F>nfhaus,Entire home/apt,(condo)
(condo),Entire home/apt,Entire/Apt,NA,NA,NA,NA,64.97999999999999,4,1,1,1,4.5,8,1.4,4,0,171,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,57,50130062,Landstra§e,Entire home/apt,(condo)
unit,Entire home/apt,Entire/Apt,NA,NA,NA,NA,93.47999999999999,4,1,2,2,5,7,1.54,1,297,135,24,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,82,50134150,Landstra§e,Entire home/apt,unit
(condo),Entire home/apt,Entire/Apt,Donaustadt,NA,NA,100,44.459999999999994,4,1,1,2,5,1,0.16,2,0,185,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,50139534,Donaustadt,Entire home/apt,(condo)
